Unnamed: 0,image_path,label
10000,./img_align_celeba/010001.jpg,4199
10001,./img_align_celeba/010002.jpg,3764
10002,./img_align_celeba/010003.jpg,5217
10003,./img_align_celeba/010004.jpg,4223
10004,./img_align_celeba/010005.jpg,7052
10005,./img_align_celeba/010006.jpg,8598
10006,./img_align_celeba/010007.jpg,9901
10007,./img_align_celeba/010008.jpg,1528
10008,./img_align_celeba/010009.jpg,2454
10009,./img_align_celeba/010010.jpg,9272
10010,./img_align_celeba/010011.jpg,904
10011,./img_align_celeba/010012.jpg,7544
10012,./img_align_celeba/010013.jpg,9074
10013,./img_align_celeba/010014.jpg,879
10014,./img_align_celeba/010015.jpg,5547
10015,./img_align_celeba/010016.jpg,5415
10016,./img_align_celeba/010017.jpg,2792
10017,./img_align_celeba/010018.jpg,7038
10018,./img_align_celeba/010019.jpg,1352
10019,./img_align_celeba/010020.jpg,4679
10020,./img_align_celeba/010021.jpg,3004
10021,./img_align_celeba/010022.jpg,698
10022,./img_align_celeba/010023.jpg,2403
10023,./img_align_celeba/010024.jpg,5701
10024,./img_align_celeba/010025.jpg,5173
10025,./img_align_celeba/010026.jpg,3429
10026,./img_align_celeba/010027.jpg,463
10027,./img_align_celeba/010028.jpg,5720
10028,./img_align_celeba/010029.jpg,6280
10029,./img_align_celeba/010030.jpg,2095
10030,./img_align_celeba/010031.jpg,7856
10031,./img_align_celeba/010032.jpg,1986
10032,./img_align_celeba/010033.jpg,8063
10033,./img_align_celeba/010034.jpg,7721
10034,./img_align_celeba/010035.jpg,8251
10035,./img_align_celeba/010036.jpg,8741
10036,./img_align_celeba/010037.jpg,2443
10037,./img_align_celeba/010038.jpg,1413
10038,./img_align_celeba/010039.jpg,9515
10039,./img_align_celeba/010040.jpg,3652
10040,./img_align_celeba/010041.jpg,3477
10041,./img_align_celeba/010042.jpg,5464
10042,./img_align_celeba/010043.jpg,485
10043,./img_align_celeba/010044.jpg,1581
10044,./img_align_celeba/010045.jpg,3713
10045,./img_align_celeba/010046.jpg,2372
