Unnamed: 0,image_path,label
146000,./img_align_celeba/146001.jpg,9179
146001,./img_align_celeba/146002.jpg,6482
146002,./img_align_celeba/146003.jpg,7766
146003,./img_align_celeba/146004.jpg,618
146004,./img_align_celeba/146005.jpg,1333
146005,./img_align_celeba/146006.jpg,8677
146006,./img_align_celeba/146007.jpg,1970
146007,./img_align_celeba/146008.jpg,2804
146008,./img_align_celeba/146009.jpg,7741
146009,./img_align_celeba/146010.jpg,3374
146010,./img_align_celeba/146011.jpg,3051
146011,./img_align_celeba/146012.jpg,5230
146012,./img_align_celeba/146013.jpg,6174
146013,./img_align_celeba/146014.jpg,3708
146014,./img_align_celeba/146015.jpg,9185
146015,./img_align_celeba/146016.jpg,4448
146016,./img_align_celeba/146017.jpg,8064
146017,./img_align_celeba/146018.jpg,9781
146018,./img_align_celeba/146019.jpg,3193
146019,./img_align_celeba/146020.jpg,375
146020,./img_align_celeba/146021.jpg,3238
146021,./img_align_celeba/146022.jpg,3868
146022,./img_align_celeba/146023.jpg,3322
146023,./img_align_celeba/146024.jpg,4211
146024,./img_align_celeba/146025.jpg,7827
146025,./img_align_celeba/146026.jpg,1634
146026,./img_align_celeba/146027.jpg,9027
146027,./img_align_celeba/146028.jpg,1439
146028,./img_align_celeba/146029.jpg,3697
146029,./img_align_celeba/146030.jpg,7524
146030,./img_align_celeba/146031.jpg,3133
146031,./img_align_celeba/146032.jpg,8937
146032,./img_align_celeba/146033.jpg,4719
146033,./img_align_celeba/146034.jpg,988
146034,./img_align_celeba/146035.jpg,7989
146035,./img_align_celeba/146036.jpg,4672
146036,./img_align_celeba/146037.jpg,7227
146037,./img_align_celeba/146038.jpg,5014
146038,./img_align_celeba/146039.jpg,9987
146039,./img_align_celeba/146040.jpg,4251
146040,./img_align_celeba/146041.jpg,5504
146041,./img_align_celeba/146042.jpg,750
146042,./img_align_celeba/146043.jpg,2505
146043,./img_align_celeba/146044.jpg,6404
146044,./img_align_celeba/146045.jpg,4659
146045,./img_align_celeba/146046.jpg,7134
