,image_path,label
0,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48743.png,1
1,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48753.png,1
2,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48709.png,1
3,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48717.png,1
4,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48800.png,1
5,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48643.png,1
6,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48723.png,1
7,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48793.png,1
8,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48806.png,1
9,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48675.png,1
10,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48633.png,1
11,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48687.png,1
12,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48665.png,1
13,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48746.png,1
14,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48615.png,1
15,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48656.png,1
16,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48721.png,1
17,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48678.png,1
18,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48804.png,1
19,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48682.png,1
20,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48642.png,1
21,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48688.png,1
22,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48690.png,1
23,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48759.png,1
24,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48631.png,1
25,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48711.png,1
26,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48639.png,1
27,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48622.png,1
28,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48802.png,1
29,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48616.png,1
30,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48649.png,1
31,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48669.png,1
32,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48735.png,1
33,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48661.png,1
34,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48734.png,1
35,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48657.png,1
36,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48781.png,1
37,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48705.png,1
38,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48729.png,1
39,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48803.png,1
40,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48777.png,1
41,/face_recognition/facescrub_images/Richard_Madden/Richard_Madden_48712.png,1
